formula,target
Ba1H2O4Sn2,2.026152
Ba1Cu5La4O12,0.235567
C4K1Li1N6,4.511222
Ba4Li1O12Sb3,1.473653
Cl3N1Y2,2.0509479999999995
Na1O6Si2Ti1,0.136896
Cl2O1Pd2,0.748636
Ca1Lu2S4,1.510878
C1Mn1O3,4.046901
Al3Bi5Br12,1.627636
Cs3S4Sb1,2.14956
Co10Ge3O16,1.2191160000000003
Fe2Rb4S5,1.458286
Cu1F3Rb1,2.300431
Ag1I1Se3,1.322154
Ca3O6Re1,0.0
Ag2O6P1V1,1.623959
Br6Pd1Se2,1.32763
I5In1Pb2,1.85773
Ba2Bi1O6Ta1,2.661474
F4K1Mo1Na1O2,1.31377
As1H1Mn2O5,1.646337
Ba1C8N8Pt2Rb2,1.696352
Br1Cs1I2,1.939395
H4N2Ni1O8,3.275857
Br2O11Te4Zr2,2.740422
Cs1Fe1Mo2O8,2.237112
Ca2Cr1O6Os1,0.0522729999999995
Cd2Cl1P3,1.128722
La2O9Si1Ti2,2.467901
Ga3Os1,0.684609
Cl3N1W1,1.743149
Ga1Sb1,0.0
H2S1,3.243037
Pb1Se1,0.0221180000000003
Cs1H1O7S2,5.426304
Ga3Ru1,0.404889
Fe2H3O9P3,2.68603
Ge1In2Li2Se6,1.098753
Cu1K1S4Y2,1.263374
F1H6N1Na1O4P1,4.904836
D6Mg1Sr2,2.734244
Co1Cs2O4Si1,2.727557
Ag1Cr2H4O10Sc1,1.484641
Co2O8Te3,2.479709
Cu1Lu1Pb1Se3,1.389495
Hf1S2,1.144762
Co1P1Se1,0.609717
K3O14V5,2.239713
I1O1Sc1,1.982656
B2Ba3N4,2.523699
Hg3Se4Tl2,1.096312
Cs3D5Zn1,2.67776
H2O8P2Sn1,2.6353440000000004
Cr2H8N2O7,2.726583
Ca4Ge1N4,1.399854
Au1Br1F6,2.001047
Cl6Cs2Re1,1.227117
Au1K3Se2,2.041143
Na3Sb1Se4,0.918427
Li1Na1Se1,2.489786
B1Cs1Se3,1.616093
K2Se5Sn2,0.876644
Rb1Sb1Se2,1.423538
Co1Li2O8S2,3.033211
Ba1Cu3H2O10V2,1.283583
Cs1O19P5Ti3,2.662792
Cr2O7Tl2,1.701531
K4S11Ta2,1.643359
B2Cd3O6,1.445896
Cu1S2Tl1,0.0
I2Mn1O6,2.568578
Br1In1Sb2Se4,0.966976
Na3Sb1Se3,1.949242
Ba1Cu2S2,0.7006599999999992
Cs2Ni3S4,1.6154190000000002
O4Os1,3.365144
Ba1Bi0.75Na0.25O3,0.285969
Ag1C2Cs1,2.516797
C1H3Te1,1.2939820000000002
Cu1N2P1,2.3072250000000007
C1Cu1H1O5S1,3.623048
Co1K2O7V2,2.358052
S4Ti1Tl4,2.353553
I5La2,0.149605
O6Sc2Te1,2.886669
Bi2Cs2Mn1S5,1.579843
C2Cl1N2Ni1Rb1,2.965554
In5K1S8,1.279848
Cs1Ga3S5,2.653091
As3F6Sb1Se4,1.7318
Cl2Cs2Mn1O6V2,2.080842
Fe1Li1O10Se4,1.670781
As6Bi1K3Se12,1.038516
Cd1K2N12,2.887168
O14P4Pb1V2,1.909462
Ba3Ca2N6Si2,1.575186
Be1Li1Sb1,0.852706
K1La1Se4Si1,2.124925
F1Lu1S1,2.559084
Ag2C1O3,0.798446
Ag1Ba1F1Se1,1.253241
Cl6Fe1N1Se2,1.544537
Cl2Cr3F6K2,2.4514
Al1I6Sb1,2.187051
Ca1Cu1Ge1H2O5,1.186447
Ce1O4Sr2,2.648256
Ag1I1Te3,0.925883
Co1F12O4S2Sb2,3.022801
K1Pt2S3,1.246945
O6Sb2W1,1.138392
Cu2O4W1,1.461636
Ba3C3Ir1N3,0.676057
Ni1O13Te6,1.981602
Co1Fe1O5P1,2.049093
Ge1Rb2Se3,1.420922
Cs1H6Li2N3,0.534979
Cu1N4Na2O12,1.546961
As1Cu1Se2,0.325344
C2H12N6Ni1S2,3.997439
Ba2Br1In1O3,1.876497
Se4Ta1Tl3,2.209615
O5Te2,1.677021
As3Sr2Zn2,0.0978689999999997
O3Tl1V1,2.897956
Na3Si1Te3,1.853772
C1H4Li1N3,4.190312
Au1Cd1Rb1S2,2.001549
Cu2Hg1S4Si1,0.767058
O26Pd1Rb2S8,1.693875
Al1O3Rb3,2.612866
Al1Cs6K3Sb4,0.648889
Ca1F6Pt1,2.688932
F6H12O6Sn2Zn1,3.805712
Mn1Te1,0.8500680000000003
Ag1Au1F4,1.082826
Ca2Se4Si1,2.3952310000000003
Ba2Bi1Ga1Se5,1.625174
Cl4Pd1Tl2,1.103556
F6Na3V1,2.325041
Br7Ta3,1.23061
F3O1Rb1V1,2.73698
Au1K1P1Se3,0.931467
Fe3O6Rb5,2.04357
Hg1O3V1,2.063095
Bi1Cs1Ge1S4,1.808599
Br2Cs2F2,2.494445
Na1P7,1.688634
O9P2Sn4,2.99826
Al1Bi1Cl4Se1,2.622236
La2Na1O6Ru1,0.461771
Ag4Cd1Ge2S7,0.575204
Br2O1,1.296958
H7Hg1O7Te1,2.646521
N12O1P6Zn4,3.512038
Br3Cd1In1,2.219074
Mg2Sb2Sr1,0.96385
F4Xe1,2.836515
Mo1O8V2,1.110385
I5K1Sn2,1.505487
Li3Na1Si6,0.125585
Ca1Mg2N2,2.045806
Mn2Mo3O8,1.497443
K2O3Pb1,1.159345
Hg1Rb6S4,1.57747
La2O4Se1Si1,2.39505
H8I6N2Re1,0.675383
Ag2Hg1I2S1,1.175465
As2Ge2Te5,0.394183
C4I2O4Ru1,2.082049
Cr4Cu3O12Y1,0.197768
O7Tc2,2.926766
H1O7Rb1Se2Zn2,4.324018
Cu1F1Se1Sr1,1.607132
Cu2O2Tl1,0.0
Ba1O4W1,2.850131
Ag1Cs2F6K1,0.62853
Ba3P4,0.481597
K2Sn1Te5,0.60243
B10F12,3.289313
Al1Cl6N1S2,1.802821
Ba3Mn2O8,1.721463
Cs3S3Sb1,2.640237
In1S6Y3,1.078117
Ba2N3Nb1,1.946349
F2Pb1,4.412078
Al1In1Se3,0.68397
Li2O7Ti3,2.81229
S4V5,1.105383
Cu1Se7Si1Y3,1.652375
C4Cd1Hg1N4Se4,2.267105
Cr2Cs3I9,0.859604
Ba1Co2O8P2,2.245033
Na4Se4Si1,2.185924
Cl6Pb1Rb2,1.175897
P1Sr1,0.46232
Al1Ba1D1Si1,0.690295
Ba2Re6S11,1.334823
Fe3Na1O12V3,0.993129
Ag1Na3O2,1.206962
Ba2S4Ti1,2.032742
Ba6Lu2O18W3,2.571882
Mn1Mo1O4,2.417694
In5S7Tl1,0.616383
Ge1Na5P3,1.014765
As1In1,0.0
Br1F1Pb1,2.598217
Co1K1O2,1.400323
Ba1Se3,0.936295
Ca1H4Mg1Ni1,2.04904
Ge1Hg4S6,0.329415
Cl9In5,2.753545
Na4O5Te1,2.030695
N2O6Pd1,1.473994
Re1S2,1.260806
C1K1,1.1551939999999998
Cl2Cu3H6Mg1O6,1.4635170000000002
Cl4O1W1,1.859685
F4Fe1Rb1,3.164604
Ga2Te5,0.933836
Cl5Mo1S2Se1,2.010366
N1V1,0.323428
Mg1P4,0.514603
Ag3Co2O6Sb1,0.366784
Au1K5P2,0.473054
Br1In1Te1,1.664929
Ag1F10P1Xe2,1.104735
N1Na1Sn1,0.97432
Ag3F14Hf2,0.0
Ag1Cs2S4Sb1,1.446497
Bi1Ga2S4,2.527482
B2K1O6Sb1,2.79053
Br3Cs1Sn1,0.566589
F4V1,2.466046
F3Ni1,1.066822
O8Rb3Ta1,2.962356
Br1C1Cl1F1H3,2.480425
H7I1O10S1,2.462304
C2In1Li1N4,2.855033
Nb2O8Zn3,3.235872
B2Cu2O6Sr1,1.546543
In1N1,0.0
H1Si1,2.052467
Al1H3,2.483256
Ba6D26Mg7,2.952267
Ga2S3,1.74814
Mn3O12P3Pb1,0.414188
Ba1Cu1La1Se3,1.110984
Cr2Fe1S4,0.626744
Ge1Hg2Se4,0.342483
Br7Fe1Se1,1.699339
Ca1Cd2Sb2,0.060513
Ba2H1Mn1O9V2,0.790899
Au6Cs4S5,2.302113
Al1Cl7S1,2.669592
Br2Cd1Sb2Se3,1.070223
C1S3Tl2,1.691682
Ca3Cl2Fe2O5,2.329579
P1S1Y1,0.063792
In4Te3,0.134273
Ba2Cl1Cu1O2,2.66795
B1Br2Cl3N1P1,2.944585
Bi2Pb1Te4,0.687912
Mn1O4Se1,2.194332
Br4Fe1Li2,2.644102
Au1Bi5Na2O11,0.93379
Cl8H6Hg3N2Pt1,2.02362
Ca1Mg1Si1,0.0
Br4Os1Y4,0.6947999999999999
Ba3Nb2O9Sr1,2.812834
Ba1O3Tc1,0.23993
B1Cd1Li1O3,2.123389
C2H5K1N3O3P1S2,3.395044
Cl5V1,1.235843
H6O9Rb1Se1V1,2.735648
Ag8Ge1Se6,0.0
Mg2Se4Si1,2.132463
Ba1Li2Mn1O8V2,2.79506
K1Li1O1,2.294196
As1Li1Mo1O6,2.134665
Ag1Bi1Se2,0.049785
Ba1Mo2O9Te1,2.536524
Cl10K4O1Ru2,0.599232
N2Na4O2W1,2.158202
Cl5K2N1Os1,1.618741
F1Fe1Na1O4S1,3.765371
Ag6O7Si2,0.205135
Cl2Cu3O8Pb1V2,0.925348
S3Sn2,0.638401
H12N10O8Pd1,1.807714
Br6Te1Tl2,2.098014
Bi1Cl2Cu1S1,0.950668
Ag1P2Sc1Se6,1.551414
Ag1C1N1S1,2.616013
Ba1O14P4V2,2.147122
Ba1Cu1S3Y1,1.377759
Ni1S1Sb1,0.0
As1K2Te2,0.852658
O4Sb1V1,0.499622
Ca2Ga1Mn1O5,1.18605
Cs3F7Mn1,1.469265
Cs1Lu1S2,2.142691
Ca1Pb1Sr1,0.137577
Ag3O4V1,0.563829
Ag1K2Nb1S4,2.119317
Cl8Cr1Li5,2.50751
Fe2O3,1.004526
Ag1O3P1,1.987881
As2Ge4Te7,0.285212
Cl9Nb1Te1,1.925111
Ge1In2Na2S6,2.17396
Ba1S3Sn2,1.114362
Li1Mo1S2,1.043896
As1Cu1O4Tl1,1.058524
B1H6N1,4.888804
Cl7Cs2Nb3O5,2.300021
As3Ge1Na5,0.50262
Br1C3H10N1,4.852555
S4Si1Sr2,2.933262
N3Na4Re1,2.463764
O8V2Zn3,2.970852
F3Mo1Na3O3,3.648024
B6H5K2N1O2,1.676663
Cl7N2Sb1Se3,1.27965
Ag1H4Mo1N1S4,1.243615
Ba4Fe2O11Y2,0.52322
Fe1K3O3,2.230643
Cl7O4P2V1,2.089807
Hg3O10Se3,2.001756
Cl6Fe1H12O6Pt1,1.181219
Na2Se3Sn1,1.293477
Fe1O6Sr2W1,0.8563689999999999
Hg1Na1O4P1,1.520441
Rb3Sb1Se4,1.285858
K2Mn2O3,1.461213
Ge1Rb1S5Ta1,0.963136
Na2Ni1O2,2.665361
Bi2Ga4O9,2.822953
Br9Ta1Te1,2.1225
Br4Si1,4.047595
As1Hg3S3Sb1,1.454843
K2Na3P3Si1,0.860527
Pb1Rb1,0.344417
As1Ca1H1Ni1O5,2.858137
Cd1Ga2Te4,1.03743
Cs3D5Pt1,1.960981
Fe1Li3Na2O4,2.843649
Cr1K1O2,2.824045
Ba2Na1O6Re1,1.850626
Al1Cu1F6K1,2.357642
F7I1,1.520523
Te4V5,0.998901
Mg1Si1Sr1,0.040491
Cd1O4Rh2,0.968891
Cl2Mo1O5Pb3,1.654697
Au1Cl8P1,1.880329
Fe2S3Tl1,1.143596
H1K1O7Se2V1,1.548767
Ga1I4Li1,2.4824
As2Fe2H2O10Zn1,2.506118
As1Ca1,0.0
Bi1Cl1S1,1.939448
C2Cu1Rb1,2.283778
Cl2Cu1H6N2,1.081574
K2Mn1Se2,2.291843
Ag2O11Ta4,2.367201
B1Na2O3Rb1,3.094148
Dy2O1S2,2.150427
Br5Rb1Sn2,2.315135
Ba4K1O1Sb3,1.038876
Al3Li1N4Sr1,2.914972
D5Mn1Rb3,1.70274
Al1F6K2Li1,7.389114999999999
Ge1Pb1S3,1.584843
C4O4Pb1,2.976103
F4K2Mn1,3.623146
Bi1F1S2Sr1,0.848794
In1P1S4,2.235295
As2He1O3,3.95065
C4N3Rb1,3.775366
Ag3K3S8Ta2,2.297443
Cl2S7Te1,2.209694
Bi5Cu2K3S10,0.815755
C2Hg1N2Se2,2.208101
C2Co1La1,0.064097
F2Pd1,0.101738
Cd2I1P3,1.05979
Ca1H6O16S4,4.289494
K2Te2Zn1,2.253934
K2O5S2,0.961268
B2O3,6.275606
B0.25Ga0.75N1,2.266802
Cl1In5S5,1.204301
Cl2O7,3.666981
Br1Mn1S2Sb1,1.653829
B1Mn1O4Pb1,0.567353
Ge2Sb2Te5,0.0
N1Tl1,0.0
Au1Li1O14S4,2.076122
As1H4Na1O6Zn1,3.295256
As3Na5Si1,0.789021
Co3In1S2Sn1,0.178192
Mg1O6Pt3,0.347272
Ag5O4Si1,0.481106
Cd1Cl1O3V1,2.681255
Br3Cd1Cs1,0.657381
O4Sn1W1,0.815647
Cl1H5N2,5.328169
Cd1F3K1,3.067405
Ag2S3Te1,1.262155
Ge1Se1,0.079369
Au1Na3O2,1.924461
Au1Br1Se1,0.560992
F14Sb4,3.715474
Br2Mg1,4.432141
N2O28Pd1S8,0.3595629999999999
I1K1O3,2.794197
Ba1K4S8V2,1.838372
Cd1Cl2,3.463756
C1Mn1N2,2.2432
Ba1Pd1S2,0.3624319999999996
Cu1H18N6O10V2,1.71435
O7Pb2Sb2,1.615574
O11Se2V2,2.087636
Cd1Sb1,0.0
F6H2N3Sb1,1.247483
C12O12Pt1Re2,1.834938
As4S3,1.976483
Bi1Cr1O3,0.627201
As1Mn1Rb1,0.978811
C3Fe1H4O8,1.691546
Se2Si1,1.66379
F7Pb2Rh1,1.866733
I1Mn1Sb1Se2,1.133717
Bi1Cs1O2,2.320559
Cu1Mn1O2,0.588226
Co1K3O2,1.531661
As2Ga1Li1Na2,0.735533
O3Sr1Tc1,0.583472
F5H2Mn1O1Rb2,1.927564
Br3Si1,3.877181
Ba1F1Sb1Se2,1.163836
Ga2N4Sr3,1.587823
Ag1O3Te1,1.3517859999999997
F6Pt1Rb2,2.685088
Fe1O24P6Ti4,2.189745
Cl1Cs1N1O4Tc1,2.368147
Cs3Sn1Te3,1.118049
Na2O7W2,2.220656
B1Nb1O4,2.628821
Ag1Na1O3S2,2.69656
C1Cd1F1K1O3,1.663016
Ge1S4Tl4,1.780114
Cd1F5Mn1,1.619958
As1Lu1,0.0
H3N1O6Sr2,2.82046
Ba1Nb2O6,2.909886
La1Mn1O3,0.0
C2H6K1N4O4P1,5.238256
Ag2H6N2O6Pd1S2,1.7887749999999998
Au1Ba4C4K1O4,2.656388
Mg2N2Sr1,1.725643
Cs1F3Pb1,2.938655
As3Ge3K1,0.583438
C3Hg1K1N3S3,2.022437
Bi1Br1Cu3O8Se2,1.027971
Ca2Ge1,0.337935
Ag1Mn1O4P1,1.735677
Be1Se1,0.0
As1Cu1Mn1,0.066064
Mo2Na2O11Se2,2.389746
As1Be1Li1,0.978472
Ca1O3V1,0.307334
As4F6S4,2.35062
Br1Cs1F4,3.220925
Li2Mn2Ni1O6,1.804011
Hg1K1S3Sb1,1.514773
S2Si1,3.05214
Hg1In2S4,0.348264
Fe3S4,0.045122
C1N1S2,2.985671
Ag1La3S7Si1,2.000518
Cl9P1V1,1.646983
As2Si1Zn1,1.112092
Al1Cs6Sb3,0.5142709999999999
Cd2Ge1O4,1.004875
Ni1O4W1,2.830823
La4Ni1S7,1.787667
Br6Rb2Sn1,1.27423
Cu1H4Na2O10S2,1.736183
Ga1Li1Si1,0.214148
Mn1N2O6,2.778548
Hf1Se3,0.0
H1I1O2Pb2,2.275191
Fe2O6Te1,1.573148
Al1Nb1Ru2,0.0
N2O14S3,1.502402
As1Sr2,0.0
Al1O4Si1Tl1,3.793886
H1La2Li1O3,1.954535
Br1In1,1.253511
Br4S1W1,1.211598
C2Cu4H3N5,2.295975
Cs1Cu2F5,2.260202
Fe1La2Li1O6,1.007969
Cr1O3,2.267616
Rb2S4W1,1.938303
Ba4O1Sb2,0.574063
Na1P1,0.937156
Bi1Co1O5P1,2.768311
P2Zn3,0.653294
Cu1Ga1O3S1Sr2,0.884008
Bi2Cs2Pt1,0.387039
Al1As1,1.489791
Au1Rb1Te1,1.043368
Br1F5,3.44207
Co1Cr2O4,2.216853
Hg3Rb2S8Sn2,1.658184
Bi3Cs1S5,1.3822010000000002
Ce1Li8O6,3.133043
As2Ga2Sr1,0.1350280000000001
C3Ca2K2O9,4.724695
Bi2Cl1Lu1O4,1.146031
C2Co1H4O6,2.46993
Ca1F5Ti1,0.129281
Br1Mo1Te4,0.871742
Cl6Rb3Tl1,2.059388
Cl3La4N1S3,2.960813
Cu1H2O12Se4Sr2,1.86859
B1Ba2Br1O3,3.334172
Rb1Si1,1.092095
Ba1O5Pd1Y2,2.106808
Cu1O4Se1,0.963214
O9P2V1Zn2,2.700051
Cu1I3Tl2,1.895575
Al1Cl4Cu1,3.331871
Mg1Mn2O4,1.375295
Ce1Ge4Mn2O12,1.082056
P14Sr3,1.745037
Ag1Nb1O3,1.370589
Na1Te3,0.419473
Co2H4O10P2Pb1,3.002189
Cu1H1O5Se1Tl1,1.701306
Cu1O3Te1,1.077757
Li1O6Ru1Sr3,0.388795
Cr1F3,2.530487
Cr6O28P8,1.295184
I1In1Te1,1.733837
Cu2Si1Te4Zn1,0.375512
Cr2Fe1O4,1.550126
Ni1O4Sb2,2.038848
In1Li1Te2,1.376463
F2V1,2.704717
Pd1S6Ta2,0.0
B2Co3O6,2.013326
Mo1O6P1Rb1,2.481032
Ca3H2Sn1,0.0562809999999998
Cr2Na2O7,2.619404
Cu1O2Rh1,0.713649
D3K1Mg1N2,1.760321
Ba1Ca1Si1,0.2496929999999997
Cr4Cu1Fe1S8,0.152671
Cl4Fe1K1,2.377135
N3Nb1Sr2,2.26807
Na6P4Pb3S16,2.300381
D9Li5Pt2,0.0
Ag2Cl4Pd1,1.087724
K3S4V1,1.854423
Ag1Br13Mo6,2.025862
F15O1Sb1Xe2,1.23861
Br2V1,2.921219
Hg1Na4P2,0.90699
Mo1O7Te2,2.591374
Cd3Rb2Se4,1.381861
Mn1S4Sc2,1.039611
F8Ge3,3.991971
Cl3Hg2K1O3S1,2.676799
Br3Cs1Pb1,1.72253
Cu2O4Se1,1.350494
Al2Ca1H4O10Si2,5.023701000000001
Au2F8Mg1,2.010805
Cu2K3O4,0.081801
C4Ca1Cu1H4O8,1.891172
Bi3Cl1O4,2.283421
Al2Os1,0.32543
Ag3Rb1Te2,0.258981
Cl7Mo1O1Te1,0.852572
Ca1Cu3O12Pt4,0.415845
B1I1N2Sr2,2.550596
As1F12I1,0.680582
Ba1O8P2Sn1,3.724967
Br5Nb1,1.414961
C1Cl1Hg1N1S1,0.764115
Ba2Br1H3,2.034034
Pb2S5Sb2,1.004675
C1N4S3,1.74008
Cs2Fe2K4O5,1.437872
As4K7Nb1,1.095194
Au2K2S4Sn1,1.574939
H6O6P2V1,2.686545
Cl5P4S4Ta1,1.732283
Al1P3Si1,0.283553
Mo1P4,0.0
Ba1C2Mg1O6,4.131463999999999
Ba3Cl1Ga1Se4,2.620961
Br25Na1Tc12,1.025414
Ga1S2Tl1,1.727482
Mn1Na1O7P2,0.6167279999999999
Ag1Cd1O4V1,1.852829
Cu2Na3O6Sb1,1.384505
C6Cd2N6Os1,2.470087
Bi1Br4Te2,1.058044
Cs2O8V3,2.046025
Br6Cs2Te1,2.11492
Ag3N1O3Se1,0.552346
Bi1I1O1,1.525071
F6K1P1,7.006008
Cr1F5Rb1,1.490019
Ag2Cd1Ge1S4,0.73837
O4Si1Zn2,3.542993
B1Mg3N3,1.400351
P4Se3,1.976253
F3K1Mn1O3P1,1.486466
B6O1,1.8763
Cl4Cs2Pt1,2.070407
Co1Ge1O3,1.431006
C1Cs1H4N3,3.792375
B2H8Mg1,5.435458
K1Mn1P1,1.404996
Cd1Cu3O12Ti4,0.825312
Ba2Cu3Li1O6,0.345976
Ba1O8V3,1.947498
Ag4Ge1O4,0.0
C2H1K1O4,3.059369
Cu3Nb1S4,1.844659
S2Ti1,0.0
Li1N1Sr1,0.275697
Bi1Br1S1,1.91933
O12Te1Y6,2.784504
Mo2Na1O8Rb3,4.216277
Ag2O7Te2,0.0
Co2Na4O5Rb2,1.82426
Cu1P1Sr1,0.077974
Cu1H8O16P4Rb2,2.11437
H6Hf1Na2O6,4.441256
C1Cl18Rb4Zr6,1.260685
Ba1Ga4S7,2.447286
Cu1F20Sb2Xe4,2.120185
C2Cu1F6O6S2,1.790183
Br5C1K2O1Os1,0.52686
F2O7Te2V2,2.325662
Cr1Na4O4,1.996882
Cr1S1,1.059024
Ge1S4Sr2,2.185558
Cl6Pd1Rb2,1.305043
K1Pt2Se3,0.939334
H1La1O1,2.18417
La1O3Ti1,0.0
Cu2Na1Nb1S4,1.861819
S2Zn1,1.72041
B2Bi2O7Sr1,2.794704
Bi2I1Lu1O4,1.47265
Ag2H3I1O6,0.6868779999999997
Ba2I1P7,1.7199529999999998
Cl1O2,1.004588
In1P2Se6Tl1,1.384
K2S10Sb2Sn3,1.609788
Cl3Ir1Te6,1.032317
Fe3Na1O5,1.078614
Ba4Fe3Se10,0.74268
Ag1Cs2Nb1Se4,1.817097
H6N4O4Pt1,2.297535
Cu1La3O2S3,1.088934
As2O4,3.51525
Ba8Bi4H2O1,0.531585
F2O3Os1,2.198871
N2S1Zr2,0.595333
H2Li1N1,3.435437
Br1C2N2Ni1Rb1,2.656646
As4Ca3In2,0.1764369999999999
Cl7K2Nb3O5,2.306227
B1Ca1H1O3,5.12228
K1P1Zn1,1.0442
Ge1H4K4O2Te4,0.597401
Cr4Cs2Cu1H4O16,1.615132
O6Sb2Sr1,2.764889
Cr1O4Tl2,2.285619
Ca1P1,0.319322
K1O2,0.0
Re6S11Sr2,1.415593
Ni1O4Se1,2.392874
Br7S1Ta3,0.801689
K2Mo1O3S1,2.787791
Cl1O2Pb1Sb1,1.911492
C4N4Pd1Tl2,2.678436
B1Nb1Ni2O6,3.079327
Bi1Cs1F6,2.885399
N4Zr3,0.771055
B1Ca2F1N2,2.969062
Ba2Ge2Te5,0.5834390000000003
C2Fe1H4O6,2.297615
Co1F4Li1,2.163952
Cd1Se4Y2,0.616294
Cr1K3Mn1O8,0.843122
As1H1O5Te1,3.130457
S4Y2Zn1,0.689217
Bi1K1P2S6,2.19556
O3Tl4,0.575768
Ge3Rh2S3,0.588849
I2Nb1O1,0.857333
Rb2Se3Sn1,1.594897
O8Rb1V3,2.079713
Ir2Sn3Te3,0.459153
Ag5As3Cu1O11,0.368587
Fe2Li3O12P3,2.317449
Ba1Cu1F1Te1,1.296259
F2Hg3S2,1.888264
Ir2O7Pb2,0.193087
Ag2K1S3Sb1,1.695903
F9Nb1Se1,5.000193
Ce1Cl6Cs2,2.0884530000000003
Ir1P1Te1,0.8200120000000002
B13C2Li1,2.558192
Ag1Ba1P1,0.121138
In1Se2Tl1,0.673262
Hg2O3Te1,1.71281
Br6H8N2Re1,0.933063
Cs1O12Te2V3,2.434784
Au7I1P10,0.495531
C1K1N2O4,1.986812
Ba3S5Ti1,1.3894420000000005
Cl3N3S2W1,0.823484
As1Li1Sr1,1.02982
O3Sb2,3.162863
Cs1P7,1.234151
F2H2K2Mn1O8P2,0.8886350000000001
Be1Li1N1,2.706374
La2Mg1Mn1O6,1.892932
Co1Na3O2,1.849883
O4Sr1Te1,2.248129
Cu3O18Se6Tl2,1.242063
Ag3Rb1S2,0.307666
H1N1S8,1.932939
Cr1O4Sr1,2.846846
Cd1H4Na2O10Se2,2.905472
Ca1N1O2Ta1,2.092338
In3Na7Se8,1.086892
Cu1O5Se2,1.024128
Ba1P10,1.206474
Hg1O4W1,2.084484
Ba1Ge1S3,2.277978
Cd3Cs2K2O5,1.256404
C4O4Ru1,2.237061
Ba4Cl2N4W1,2.154507
Mo1S2,1.080362
Ca2Cs1O10Ta3,2.124354
Ba2O3Zn1,3.1538710000000005
F4Mn1Na1,2.052487
F6Na2Tc1,1.774321
As1Li1Mn1O4,2.381774
Na1O2Rh1,1.450178
C6Fe1K2N6Ni1,4.06808
Ge2O7Rb6,2.90466
Ge4O9Sr1,2.840751
Ce3Pt3Sb4,0.4122590000000006
P6Rb4,0.737047
Br4K2Pd1,1.189384
Br1H6Na1O5,0.0
Li1O5Te1V1,2.623232
Ba1Cr1O4,2.911637
As4Ba3Sn2,0.7358769999999999
Bi1Cl4N3S4,2.042225
La1Rb1Se2,2.295151
La1O4Sb1,3.031751
F4H8N2O2Zn1,4.951307
Ca3Ga2N4,1.906304
Fe1O2Sr1,1.108591
Cl5Na1Sn2,2.990818
Na2P1S3,2.648303
Br1Li10N3,1.454781
F2Zn1,5.456668
Cl1Tl1,2.102841
Ba1Ga2Sb2,0.0966629999999999
C6H12N6Ni1O10,0.0226440000000001
Ga2Ge1Na2S6,2.594606
Mn2O9Pb2Si2,0.831937
As1Na1O5Ti1,2.594578
P2Rb4Se9,1.351803
Cl2Cu1H4O4Pb2,1.447179
Os1Sb1Te1,0.872381
K4N6Ni1O12,2.077106
Ba2O8Si2V1,2.507406
B2Hg3O6,2.371501
Cr1La1O6Te1,2.707973
Cs2Mn3Se4,1.7673120000000002
C4Cs1H12O14V1,2.498634
Fe1Sb1Te1,0.3999280000000009
F4Mn1Rb1,1.978417
Cs2Pd3S4,1.373145
As3Ca3Ga1,0.367797
F7K1V1Zr1,2.791933
D1N1Sr1,2.0455840000000003
Cl3Cr1O1,1.243413
Cs3Se4Ta1,2.452631
Cl2Hg2O2Sr1,1.659453
Cu2O7P2,1.586716
Ag1Rb2Se4V1,1.236178
Mo1O6Y2,1.881106
Ga2P4Sr3,1.068828
C1H5Na1O4,5.067601
Cu3N5Sr6,0.6244879999999999
O4Te1V1,1.342607
C6N8,0.349568
D4Mg1Sr1,2.626607
Cu1K2Nb1Se4,1.731814
Cl5Cs2Fe1H2O1,2.163089
Ag2Cu1N4O12,1.055572
Ga1In1Te2,0.0
H1O1,4.42834
Mg2O4Si1,4.529919999999999
Br7Ir1Te7,1.22023
B1Br3I3P1,1.915876
C6Cr1Cs2K1N6,4.034354
Ga1Te2Tl1,0.493429
Ag2S1,0.0
Ba1O3Ti1,1.584434
Cu4P8Si1,1.23602
Br5Cs3Hg1,2.443117
O2Zn1,2.76964
Ba1Bi2La1S6,0.551446
As1Ca1Cu1H1O5,1.857345
Cu1F4H8N2O2,2.469069
Cu1Fe1O3S1Sr2,0.630783
Na2Se3Zr1,0.0
Ag2C4Cu1N4Rb1,2.6941680000000003
Cl2Cr1,2.02702
C2K2Pd1,1.3931209999999998
S3Sn1Sr1,0.771972
Ba3Cl2O5Tl2,0.0
Cs1Cu3Lu2Se5,1.436592
Cu2Mn1Se4Sn1,0.0
Al1Bi1Cl4Te1,2.174665
Rb2Te3,0.587013
Mo3O14P2Pb1,0.306743
In1K3Na2O4,1.858204
B2Be2Ca1F1K1O6,5.256318
O5P1Rb1V1,2.773497
As6Pt4Sr1,0.1276199999999994
K2P2Si1,1.205604
N1O2Sr1Ta1,0.79798
Al2Mg1Se4,1.039925
Ga1O6Sb1Sr2,0.673786
Cs2O11Sb4,1.808729
Li2N2Th1,2.1792
Mg1Se1,1.768883
P2Sb1Se6Tl1,1.421862
Rb3Sb1Se3,2.315384
B1Cr3O6,1.404756
Re4Si7,0.016427
La1N1,0.0
As4Se3,1.244346
Li4O5Te1,2.709964
Be5Pt1,0.113911
Ag3Na1S2,0.952427
Al1Br1Cl4Sb2Te2,0.5683880000000001
Ge1In2Li2S6,1.915344
B2Ni3O6,3.1482100000000006
Al1Br1H6O4,4.871337
Bi1Ni1Sc1,0.0
